url_path,views_total,views_unique
/almart7/IsoAnnot/branches,6,2
/almart7/IsoAnnot/tree/main/.github/workflows,6,2
/almart7/IsoAnnot,5,2
/almart7/IsoAnnot/blob/main/IsoAnnot.tar.gz,4,2
/almart7/IsoAnnot/tree/main,4,2
/almart7/IsoAnnot/blob/main/uniprot_evaluation.py,4,1
/almart7/IsoAnnot/blob/main/.github/workflows/github-repo-stats.yml,2,1
/almart7/IsoAnnot/commits/main,2,1
/almart7/IsoAnnot/tree/github-repo-stats/almart7,2,1
/almart7/IsoAnnot/tree/github-repo-stats/almart7/IsoAnnot,2,1
