url_path,views_total,views_unique
/ConesaLab/IsoAnnot,17,11
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot,5,1
/ConesaLab/IsoAnnot/tree/dev,4,2
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/snakemake.yaml,3,1
/ConesaLab/IsoAnnot/edit/main/README.md,3,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/scripts,3,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/envs,2,1
/ConesaLab/IsoAnnot/tree/releases/0.9.0b1/IsoAnnot/config/ensembl/hsapiens,2,1
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/config/mytranscripts/hsapiens/config.yaml,1,1
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/envs/sqanti3.yaml,1,1
