url_path,views_total,views_unique
/ConesaLab/IsoAnnot,11,6
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,4,2
/ConesaLab/IsoAnnot/actions/runs/10171042899,2,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/snakemake.yaml,2,1
/ConesaLab/IsoAnnot/blob/main/README.md,2,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/software/bin,2,1
/ConesaLab/IsoAnnot/actions,1,1
/ConesaLab/IsoAnnot/actions/runs/10171042899/job/28131317970,1,1
/ConesaLab/IsoAnnot/actions/runs/10171042899/usage,1,1
/ConesaLab/IsoAnnot/actions/runs/10343428950,1,1
