url_path,views_total,views_unique
/ConesaLab/IsoAnnot,9,6
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,4,2
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/scripts,4,2
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/scripts/IsoAnnot.py,1,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/scripts/t2goAnnotationFile.py,1,1
/ConesaLab/IsoAnnot/issues,1,1
/ConesaLab/IsoAnnot/tree/github-repo-stats,1,1
/ConesaLab/IsoAnnot/tree/github-repo-stats/ConesaLab/IsoAnnot,1,1
/ConesaLab/IsoAnnot/tree/IsoAnnot/add-ghrs,1,1
/ConesaLab/IsoAnnot/tree/main,1,1
