url_path,views_total,views_unique
/ConesaLab/IsoAnnot,15,14
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/generic/Snakefile_mytranscripts.smk,4,2
/ConesaLab/IsoAnnot/branches,2,2
/ConesaLab/IsoAnnot/tree/github-repo-stats,2,2
/ConesaLab/IsoAnnot/tree/github-repo-stats/ConesaLab/IsoAnnot,2,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,2,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/generic/Snakefile.smk,1,1
/ConesaLab/IsoAnnot/blob/main/README.md,1,1
/ConesaLab/IsoAnnot/issues,1,1
/ConesaLab/IsoAnnot/issues/10,1,1
