time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,50,20,23,3
2026-04-25 00:00:00+00:00,28,14,9,1
2026-04-26 00:00:00+00:00,40,14,0,0
2026-04-27 00:00:00+00:00,14,5,8,2
2026-04-28 00:00:00+00:00,35,9,1,1
2026-04-29 00:00:00+00:00,14,7,1,1
2026-04-30 00:00:00+00:00,12,4,0,0
2026-05-01 00:00:00+00:00,10,5,0,0
2026-05-02 00:00:00+00:00,19,6,0,0
2026-05-03 00:00:00+00:00,32,10,0,0
2026-05-04 00:00:00+00:00,20,6,1,1
2026-05-05 00:00:00+00:00,8,3,2,2
2026-05-06 00:00:00+00:00,21,8,0,0
2026-05-07 00:00:00+00:00,10,5,0,0
