url_path,views_total,views_unique
/ConesaLab/IsoAnnot,14,10
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot,8,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/config/mytranscripts/hsapiens,7,1
/ConesaLab/IsoAnnot/tree/dev,6,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/config,6,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/config/mytranscripts,4,1
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/config/mytranscripts/hsapiens/Snakefile.smk,3,1
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/config/mytranscripts/hsapiens/config.yaml,3,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/ensembl/hsapiens/config.yaml,3,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,3,1
