url_path,views_total,views_unique
/ConesaLab/IsoAnnot,16,11
/ConesaLab/IsoAnnot/tree/dev,4,2
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,3,3
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot,3,2
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/config/generic/Snakefile.smk,2,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/isoannot.sh,2,1
/ConesaLab/IsoAnnot/releases/tag/v0.9.0b1,2,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/config,2,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot/config/generic,2,1
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/snakemake.yaml,1,1
