url_path,views_total,views_unique
/ConesaLab/IsoAnnot,19,13
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,10,4
/ConesaLab/IsoAnnot/issues,4,4
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/scripts,3,3
/ConesaLab/IsoAnnot/blob/main/uniprot_evaluation.py,3,2
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/mytranscripts/hsapiens,3,1
/ConesaLab/IsoAnnot/issues/2,2,2
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config,2,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/generic,2,1
/ConesaLab/IsoAnnot/blob/main/.github/workflows/github-repo-stats.yml,1,1
