url_path,views_total,views_unique
/ConesaLab/IsoAnnot,15,9
/ConesaLab/IsoAnnot/tree/dev,4,2
/ConesaLab/IsoAnnot/edit/main/README.md,2,1
/ConesaLab/IsoAnnot/tree/dev/IsoAnnot,2,1
/ConesaLab/IsoAnnot/tree/releases/0.9.0b1/IsoAnnot/config/ensembl/hsapiens,2,1
/ConesaLab/IsoAnnot/blob/dev/IsoAnnot/snakemake.yaml,1,1
/ConesaLab/IsoAnnot/commit/943d4f8043d4332452ebda3b9d7e32a54af25bd4,1,1
/ConesaLab/IsoAnnot/commit/d7455f054d36dbce5fd2f97f45c64be96ad4e2d3,1,1
/ConesaLab/IsoAnnot/commits/dev,1,1
/ConesaLab/IsoAnnot/labels,1,1
