time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-07 00:00:00+00:00,10,6,0,0
2026-02-08 00:00:00+00:00,9,5,0,0
2026-02-09 00:00:00+00:00,7,3,2,1
2026-02-10 00:00:00+00:00,20,8,0,0
2026-02-11 00:00:00+00:00,8,4,0,0
2026-02-12 00:00:00+00:00,15,7,1,1
2026-02-13 00:00:00+00:00,14,6,0,0
2026-02-14 00:00:00+00:00,7,3,0,0
2026-02-15 00:00:00+00:00,15,7,1,1
2026-02-16 00:00:00+00:00,7,5,6,3
2026-02-17 00:00:00+00:00,3,3,6,1
2026-02-18 00:00:00+00:00,9,4,18,5
2026-02-19 00:00:00+00:00,9,5,9,4
2026-02-20 00:00:00+00:00,4,4,2,1
